PLATE,MJD,FIBERID,SiIV_FWHM,CIV_FWHM,HeII_FWHM,CIII_FWHM,MgII_FWHM,SiIV_EW,CIV_EW,HeII_EW,CIII_EW,MgII_EW,SiIV_Flux,CIV_Flux,HeII_Flux,CIII_Flux,MgII_Flux,SiIV_FWHM_ERR,CIV_FWHM_ERR,HeII_FWHM_ERR,CIII_FWHM_ERR,MgII_FWHM_ERR,SiIV_EW_ERR,CIV_EW_ERR,HeII_EW_ERR,CIII_EW_ERR,MgII_EW_ERR,SiIV_Flux_ERR,CIV_Flux_ERR,HeII_Flux_ERR,CIII_Flux_ERR,MgII_Flux_ERR
6746,56386,120,3411.87221167673,0.0,1779.0763298839315,7246.452425563053,8011.996749484201,1.7960477773290326,0.0,0.2333810424778915,6.907821344467418,19.52050599745108,73.49112961919255,0.0,8.47484074118409,232.27243678073043,449.13805772756007,608.9014773622109,-1.0,1172.5213722791382,1514.2391869969078,282.1011757508727,0.3813448803199506,-1.0,0.1707588375926446,0.949348133518328,0.641877009080579,15.703980516832676,-1.0,6.224583262989492,32.501949417764635,14.830702451253757
6048,56072,80,5970.984425377829,4093.767231746552,570.46138435511,12818.29524630658,4108.93934056512,4.247483355341484,4.158036014228397,2.01632321781969,21.390317174916436,25.35742350938625,156.56901431209724,148.7360207722272,70.88892432369283,708.8473568874444,540.2670307237403,398.8082780286063,1299.0382293499804,2795.4412592347344,373.8200617552011,493.6694883994783,0.262664553018602,0.3418956890168734,0.4129126487502691,1.261043869553708,1.0256038027592034,9.997769228999516,11.94642949735224,14.470819258722994,42.69055777735952,23.72194474973122
6050,56089,844,6151.891384821996,4116.313079703525,0.0,11861.203430595651,3271.1073180731123,4.606351366736522,6.3054995046294495,0.0,16.42889681069207,19.404961786913766,132.1829355566053,173.70522316803417,0.0,415.955187836572,406.31617039724097,235.43797955697343,373.613328848081,-1.0,449.9785863049601,150.25864611365887,0.2414831417408804,0.294304988571648,-1.0,0.5495411546976712,0.8454083913531303,6.951588436512111,8.022172766086513,-1.0,14.071452933310866,18.23244348442992
6303,56539,522,10652.089556629311,5079.389053231637,550.9758541849294,13291.508157915388,4202.977576403361,13.352802153141466,12.158672192326884,0.4048771734050868,23.53988733540493,41.35692792795296,428.114150584553,406.6832232490909,12.759390267542296,675.5575592446227,876.8147257773117,319.3360438648315,1118.2339476822758,366.8218548031476,517.9915891187993,345.6986772155303,0.4504141097519154,2.498668667889961,0.1690642779678324,0.6185103932715883,0.7541885027719744,14.464577156022584,81.8325730892355,5.325427597351041,18.175048207085183,16.07043823933276
7859,57282,576,6642.217574784872,5416.727679180071,6034.728655076211,13055.954264214854,4722.168902404959,7.149952374029489,6.226922886479118,1.8488901703192595,19.82987745034221,21.897552108690626,202.1539058406888,169.03085536230773,49.70786725621805,509.4776107085754,409.4523448233349,376.4841679595129,526.853042872654,1654.8593481295009,256.2784615484534,230.37918449748256,0.31225032746431,0.298211494524804,0.7894185326875753,0.419757809211946,0.863539104563138,8.95526673503403,8.363186676224316,21.292196430519013,10.906069739033596,17.433369917623594
7243,56629,662,7387.663092580068,7666.386240948618,353.58152057771696,8625.877795213655,5332.929348235985,6.7433250799342215,5.692446973377953,0.0581481416907773,17.14440233449149,19.07038465283112,144.18503531927414,112.36193470624768,1.1074703159103052,287.3406357333656,223.0974418401219,384.42227207851647,1996.9957765614809,1140.9235191779662,3354.213638929996,645.56384582901,0.3546670026473899,0.3503142127336547,0.2038401240244381,2.273774767115145,1.4311173813069529,7.476694965686846,6.833782023265066,3.815426765897004,37.640892104313934,16.842478283934838
7325,56717,232,9092.571858189269,5173.233285849296,1758.6898081270376,13097.218240347778,3679.6758800014,12.11007306131949,3.926610240546908,1.1209823652068858,18.547026993429643,26.429918257842147,213.77233122849248,66.67907386730978,18.876807304040632,305.34992492033314,309.17398728925866,621.1012268029663,1281.3048819087453,870.6190699537358,442.89263460125767,409.6098199400526,0.5558284752647156,0.5383537037384016,0.3025401583072875,1.0929425860171982,2.105425664733314,9.940840436504786,9.15769519931131,5.288534046924488,18.26409485554481,27.11520106253144
5163,55889,654,7654.614005968323,5741.310339745659,0.0,13479.98113345436,8588.732674409208,5.170360746938118,5.315440605526909,0.0,16.10186257902176,18.62696224454529,222.94074444336667,221.33157281208963,0.0,583.2032719773836,412.8485778956576,534.5743101392336,256.0452481150492,-1.0,602.8230132676408,673.972521406778,0.3177449753542518,0.9804911487708274,-1.0,0.544662899442983,1.2658719806583978,13.745488220677132,42.53537774837699,-1.0,20.224106602001257,28.74981460734776
8858,57450,49,5257.995336173692,0.0,353.1843498992489,12114.171722366897,4539.521418804673,2.495021674755656,0.0,0.1073697963193414,15.754867691954251,24.304277313589235,24.506562237724253,0.0,1.0053894748236984,135.892386443347,114.4567459715982,2104.1363173712675,-1.0,98.63244358119394,2830.783177730844,1967.951788978452,0.8793345170198056,-1.0,0.1960422474178604,1.922111674929684,1.987760205014812,8.739342603067051,-1.0,1.8331898612929296,16.80222231539598,10.016195907079512
5722,56008,594,5151.306615743891,9544.38509421637,14007.93876329367,13121.108894953397,5269.79311407123,4.0342866399091575,19.753187457901863,8.240593122878929,53.6085274375446,47.53426654757149,179.8974426721434,830.5355827893043,335.75650556528365,1977.661480462412,1390.584366873598,292.8570975145053,712.3265227767333,71.11085902804916,307.71371805920535,527.8240983997525,0.2268819365729986,2.768123208524093,1.7959754146600757,1.832947243407432,1.8300753065807207,10.163393908689116,114.1288755346821,74.11781412000667,67.84984642964878,53.06394212171199
6693,56384,496,0.0,0.0,353.7870718125044,13157.959512180389,5534.463424750783,0.0,0.0,0.0312303372950715,15.127917185076766,28.264893492422544,0.0,0.0,4.667208224585865,2085.647714209504,2359.6063351228886,-1.0,-1.0,3.143409563937269,497.4386954994652,337.22745081674293,-1.0,-1.0,0.027326132370855,0.4643753498283143,3.18681910070632,-1.0,-1.0,4.085331523043182,65.19892275505663,262.144772011701
3966,55571,184,5911.536565429848,3312.57303220243,3371.249249599793,12777.640170976892,4012.947189364307,4.938639037249836,5.268721860402962,0.5731322524424132,11.123820953672926,11.610471244013814,389.3594734709317,395.47074544244936,41.77075767324239,760.5577488142346,568.4761383500385,222.38250535271985,360.70774601232506,1345.593584918982,276.7231257506773,1037.9880117554692,0.1832176544680654,0.15133090653369,0.1252218749597315,0.3954923641931049,0.4451092801554868,14.640170848480125,11.297161636722876,9.173206916900892,27.020216205838608,22.19618701784691
6970,56444,67,6547.496865530031,4683.100793838567,357.44165478398594,12698.308109940475,3368.5879823895493,3.770844617353563,3.202759421151724,0.0650164854537736,17.096078731761686,22.508695638366724,166.28702908994367,133.42097167307207,2.59083488995726,632.7338137817295,579.8679240323902,740.2020844159028,229.09708904747689,110.30750434833465,775.2868135127101,247.09483055631176,0.3831104224109138,0.2982944296283829,0.0492595698650419,1.0503842481346544,0.518256700817215,17.11190646012227,12.599230631469156,1.964108379064852,39.40984489910187,14.447138689590249
4033,55332,910,3818.830107934218,4070.800307726664,927.3875354542488,14310.733219859592,5067.559347557384,0.6171173758092137,0.5800985191883701,0.1023344818180815,6.974630443280563,13.9723627541497,79.58625535413599,71.16577876013666,12.124492446629366,753.1202995653791,1011.5369704777524,662.9851313976551,1117.2035839587484,351.7075359687967,367.44151272305135,225.83684289953,0.1338650437195965,0.1034287419306305,0.0614271247954327,0.1960757806967072,0.4514637870373983,17.37925809704933,12.738728070424472,7.2779921286251215,21.44759548111045,33.080906057592415
6729,56419,304,8185.870123372567,4124.55892813239,8361.728037369161,13123.937005549702,4397.915491639088,15.887544853065766,8.858618107768947,3.584975396917975,22.31981805791237,43.39346875050664,228.62183433205183,121.81135100077196,49.91474399907082,312.24799885621644,467.6261216287405,416.0150497789614,1986.9069952186055,3806.414110147548,343.3702128400346,634.1787946431114,0.6285261968563569,0.6994100198084352,0.5681037416874032,1.0976561964829372,4.777955522482422,9.29085954286208,9.82914365054942,7.9413822573540305,15.352326255799966,51.753045739452176
5207,56018,746,0.0,3994.875356300819,391.6819904808869,10158.15887321745,5575.735165782608,0.0,2.959196600293565,0.2425561693826314,9.91633753597224,28.12798284384129,0.0,86.92614918064386,6.94232237209668,263.3528437729831,475.1777957985727,-1.0,969.6221302727164,437.2630312859655,1017.6942071082476,419.5855456673826,-1.0,0.2999905910258533,0.213251707141463,0.7948337840216126,1.6568580051265285,-1.0,8.983744371711886,6.087138118582233,21.22413275685129,30.013829020394496
6037,56104,782,0.0,3917.440091294864,352.79050562856315,13502.57055583839,4329.998722711377,0.0,2.6884201520750675,0.0425769655281479,7.966412647050498,22.14318191499276,0.0,89.95176978177776,1.3630677811927567,226.49816242470013,330.45261424239305,-1.0,239.49300269112652,439.7942062564738,422.7141927328376,190.93851734486952,-1.0,0.1120709252817164,0.045301299977346,0.4137037194896287,0.3878598707773122,-1.0,3.753574505103934,1.4493654062131731,11.626969352073644,5.806689530349757
7139,56568,814,6297.68053099401,6163.399579654126,353.8848703758901,16490.67232068512,4411.154578628087,6.905795693252817,11.502913192391954,0.0695646809835191,25.779291294054552,32.55915554638176,297.2023975216188,479.6991415494908,2.7445646234954344,920.2400375748992,638.9745784082809,158.79210057963746,678.1082157797,437.9752240299634,1427.385880061448,210.88924585156883,0.2382445671150725,0.9653527401146168,0.1176991636032382,1.66629460585278,1.3545029952076373,10.30158993611792,39.54350735559535,4.7020822811354215,60.55625703310341,27.879060893392136
7851,56932,337,3848.17779675394,4044.050138386266,451.3526481533969,10569.432975438298,3105.331180141861,3.0078467809216605,4.330432602935125,0.2711834444198484,22.585314230203693,32.63605923236679,35.87336250064699,48.98830956636682,2.913347714453711,222.78865219509368,216.02091551342397,651.7575318771283,623.2587167446213,441.0119375641031,1170.5594551394306,716.8190388077843,0.5798247187323979,0.5750244040611776,0.2697906169244041,2.8101934175720995,2.555642750236606,7.008224805578148,6.701162154108946,2.8994666072462394,28.01506363549504,17.55242815337455
6512,56567,144,11045.994591029026,6641.72085384702,0.0,15783.439784702068,3749.6517308495463,7.872668994614989,5.097627880259688,0.0,21.627523702151507,28.53551401989976,168.2342902582572,105.31351918239548,0.0,383.7060999921741,337.419687626244,1179.4295111391748,6026.554120504842,-1.0,1543.4619066781434,611.1260881262897,0.7515165025103614,1.5912867504418098,-1.0,4.583508917648301,2.8812701989618823,16.129471855938107,32.83156271993411,-1.0,80.00345242309913,34.11888366535638
8740,57367,615,5965.236457156167,5083.51288972038,11501.724662648292,13384.256710668333,5725.08650120846,8.59567759425552,12.260597191890216,2.762216325675471,21.1971035877212,37.30124971587463,185.16963787140568,266.80028783046805,59.350789790030646,426.3977251459383,506.3729444460066,350.364192855418,326.5481855104608,6830.597126292752,650.0922632654474,146.88856318740227,0.3023041658910221,0.9609311253163256,0.4061720509327433,1.0634409537413043,0.5458026233828477,6.485776693778902,20.72198074646613,8.887855050334565,21.757270444861064,7.590049127531614
7745,58077,985,6559.69671592859,3401.2711720232787,1775.9487533734346,12914.70800082412,3461.491358089668,7.342431154007069,3.201420480742197,0.2323098265583429,20.48204730331585,22.73128875737717,162.74490226227448,71.94083016270206,5.215834096334804,450.7649678998815,342.92255692137417,226.75363972354944,1066.1213865731677,675.9254527650489,629.4807155018443,476.7523803333752,0.4783703150887923,0.3482479894974779,0.1971761357194226,0.7063262607613776,1.170313871326691,10.573498040869822,7.846188656825895,4.422974168183293,15.714334278844577,17.977030447302127
7905,57666,361,5353.310401174396,6140.072663994377,13597.53091654668,10902.726382108449,4581.386419803102,3.8950875815945145,6.47966677231055,2.9727379847777087,18.418436955231133,32.75133485634048,101.81061524642972,164.11999068857767,73.29237228307349,412.6715996588939,507.01909942117805,358.7776205964888,1046.3674707948194,6632.110961455933,2935.341259132967,652.1636623913566,0.3280898884535304,0.6835696148590289,0.8907679046563856,0.7728637518421202,3.383618360438902,8.615367113672576,17.081959775820366,21.726929403837627,17.36098853436374,52.89745402126786
11047,58424,626,5341.385532277488,4544.320893748929,1475.6055258247843,9139.902667601977,5115.534718151075,4.088738447505262,7.24932185165849,1.1089983335298728,24.048385474153683,22.995619564649903,52.20688886836298,88.51641469061806,13.165053219994482,265.38087754499315,187.74983143348408,1183.593660249715,517.3575767333405,520.8128275132544,1974.2871917222085,571.6045209735555,0.8001219638253605,0.6926282441489797,0.6304851581836615,1.0331896201493826,5.1763648094418375,10.267453515930704,8.53085003301878,7.513105960497789,11.532258031059271,44.379626298744384
9322,57742,582,4898.242214195642,3485.416183849105,1412.6055607948545,13577.721317222566,4508.684411888641,2.6735786543170224,7.246076268093541,0.4984318457404526,20.74004207686309,37.43719758832155,72.96835970839626,204.10481096430803,13.646557626429887,545.084359598123,581.8948294864808,763.6537250118299,435.3568819188845,456.1190737455584,679.5264240582719,369.1414299541966,0.3345668235464532,0.8695167346630206,0.2079541189549629,0.9091455400152312,4.686020343709046,9.13845701314862,25.724807040841227,5.7007615720734375,24.21375285666886,76.30872673798257
11349,58441,692,7257.110193036932,5619.779459616679,0.0,14704.51383153749,10124.08715197933,5.620591373016069,12.38313356071537,0.0,23.447411778198724,29.87373614024104,153.31356969376827,332.673987809148,0.0,532.2119420416778,407.3067833205823,381.81665269613904,1023.1626593220852,-1.0,492.601080518728,423.7986476665528,0.3255919100389413,0.690122524371418,-1.0,0.928653100514632,1.0871502641835225,8.903915245900066,19.174079154784465,-1.0,21.78681622873708,14.651107312732051
9627,58132,46,1442.7081641496152,0.0,0.0,14233.791320123417,6200.357416186136,0.2391794818958562,0.0,0.0,11.536347482211662,21.551388870536307,15.649572592432982,0.0,0.0,616.7881573824699,808.5077182217146,288.7635937078106,-1.0,-1.0,1740.5585063147264,292.6195657905173,0.0880362716758288,-1.0,-1.0,1.5301036904534513,1.6426777960902488,5.784831752336791,-1.0,-1.0,82.94719169041616,61.65652472792556
11395,58488,322,0.0,0.0,0.0,14813.123138878056,970.9782011310042,0.0,0.0,0.0,14.339861311191438,15.803948494496378,0.0,0.0,0.0,116.15244512425252,78.39489447424437,-1.0,-1.0,-1.0,2539.131317710446,3221.974768135992,-1.0,-1.0,-1.0,2.735042849935793,6.853175082663136,-1.0,-1.0,-1.0,21.77634698604413,34.237655782175985
1920,53314,246,6700.9823011266,6196.249502934032,361.3766293310653,9525.328397141422,5234.314423998966,4.729889765091004,8.93173704742529,0.4910573100065257,3.9283786890498336,23.21221591043807,139.65338220953117,244.82563831471128,13.048572765292649,98.87737388886802,369.0834584518432,817.5562112209059,566.9816960375861,1058.0267815385846,3376.855395112622,740.832895391618,0.5246866867499689,1.1732776228970252,0.49163875299538,0.8312499245027278,1.2108726308958762,15.069022013555752,32.10874426311777,12.976669588368928,21.30513137599856,20.214168521403707
757,52238,277,5140.232880444992,6721.594731361065,14086.198797406942,14672.28548763336,2640.974239907519,2.9972893721560503,3.5408796973792382,4.310332928405942,4.439295522244233,5.528644672618354,79.26028304354026,88.95866706444468,105.79518345980874,103.94425385351826,108.52632175030077,1428.393837405194,1273.7074447016803,69.81811354060846,4528.120886850928,1418.0877897836378,0.7652184167065481,0.6087674603837692,0.7323424893715256,0.7565896181528904,0.9757286872751968,20.415577245675983,15.159173059753384,18.16930243667357,17.777396921501854,19.17904266579844
2492,54178,536,3132.0772987179016,11133.501515578471,4420.62100422016,12324.13628062773,10566.914184709136,0.9228418987230518,6.457754878758225,2.855209911606752,6.146289996756071,21.647579121348627,45.90750601637472,300.33483656012896,129.5963256050344,254.87158190233487,647.6592901039654,996.6957421587496,841.8498098336559,6817.731256219406,792.05780958583,3752.496299760854,0.3052556092561945,0.4138513402229327,0.4671660558821608,0.575018220406788,1.0910712750498828,15.33101437998185,18.875420931145527,21.290546741209862,23.76761839994998,33.81377637563827
1569,53168,356,0.0,5296.07016797691,0.0,14601.725122874404,3760.433473671118,0.0,2.223975968921875,0.0,18.60036879686154,46.83048681232694,0.0,141.12991659813972,0.0,993.051101409082,1192.497544689257,-1.0,1555.4574508222468,-1.0,1179.3917360273335,771.2688870314437,-1.0,0.2338230804528838,-1.0,1.141287521541651,2.543927576085558,-1.0,15.15427831817786,-1.0,62.7367810559241,65.2454181613574
635,52145,471,4354.363561791027,6365.603151159334,2335.431697586611,12866.424548557225,4086.488598340692,7.562073117197356,20.437813118407085,1.560454445494134,26.570752504367,32.73641601665753,240.89593402089747,668.0776350268876,48.552816473789655,798.2988831715272,694.3906874815666,278.1526434087018,628.7751642216231,403.6135282393067,353.85894184283825,380.3175170746649,0.5558796065927032,1.4372513004866967,0.3176055936927812,0.5977142630710173,1.6135892853209146,17.757985064469366,47.61417569577611,9.879295444347784,18.277988206807606,33.82879465546654
4302,55531,138,7808.934298110362,4448.798498816643,353.79848694585485,13921.04359194782,5252.0205934656215,2.99703305382216,2.554654104584639,0.0918466901529236,13.29141089361208,20.27105283720891,156.28189431114018,132.05271390180667,4.3658965698754,582.9301781289835,577.9943530495941,1842.8370371230244,476.8785612954239,412.8099263797532,592.4575100603752,1478.0049370355744,0.596246012710588,0.3841574685435676,0.0516081639356609,0.751000905437607,1.1110862178848129,31.15096725530367,19.612242512935225,2.435863088730498,33.03523106876207,33.648590988186584
6199,56220,176,7013.715815313214,3948.331786871496,1340.4951733725147,14972.692730422816,4816.124586622304,2.3224365868574743,0.9374207546063096,0.1828850054618332,13.688061828688204,34.73261100978706,54.689246330132086,20.886242575673243,3.891268554686804,254.7783228744673,338.34315672245845,917.1485841006952,1228.307071683013,438.482715915605,703.4700280544066,673.9340732239375,0.2005311745225342,0.2309000929928081,0.0996022454759069,0.6705499800415797,1.7073424006198756,4.727238260336588,5.176455159342307,2.110906639497669,12.835390116850904,16.981106521488954
7678,57282,598,3900.947571851811,3835.944602654148,0.0,15560.16189444692,7595.127804378193,2.847715054991286,4.142491973030335,0.0,19.98275260754003,29.59972912393264,82.51050549527162,120.08044041860546,0.0,537.131432892946,546.6274289391882,250.8166824509367,1028.4441125765334,-1.0,834.4444005300602,121.07144921581494,0.1278094295011203,0.4085730726435779,-1.0,1.1796010516814643,0.5539387725796576,3.66677891475436,11.452139834466948,-1.0,32.01683179121511,10.357165516534508
7915,57309,723,5702.864055525222,2784.610505479221,0.0,14443.20521643976,6843.108019208117,3.096274935169242,3.046081822558562,0.0,11.926859558448507,22.373728149251065,288.9636360263289,281.2957827136134,0.0,1081.7184245745077,1535.1290427280078,361.0826626743256,177.1354892927493,-1.0,814.1263702320293,536.9442280630528,0.137963976600461,0.1056946923200117,-1.0,0.3643882600010988,0.5357406089414365,12.877699509509853,10.009895199510112,-1.0,33.29404883061159,37.048149639332
11071,58429,253,7312.571410911982,21062.398186466253,1303.036358948521,15337.110608098592,5675.967532093598,38.3575644983144,93.09831372181957,5.406206998892019,23.209003199753237,34.633425936421396,580.323684974391,1878.245392819998,124.63572281943144,607.7911766186868,690.019512095003,331.0104800779732,2085.265347953362,4032.503061401668,409.20173965122734,239.6829659004516,4.639768329632027,8.412903021128585,2.744784868869633,0.4159799227882761,0.7251241515308777,68.12807174131387,154.64953118493816,63.40662055690638,10.901682513178628,14.399724869599256
11086,58401,856,2991.86937433966,7786.641416768876,0.0,14106.81455530612,4520.466768016021,2.342568644543352,7.136515763657023,0.0,21.023278440473,22.077454910412698,42.18673018206896,131.79444450808214,0.0,359.33895840351227,251.68617835526229,295.1937729796887,2184.8513052061776,-1.0,1046.0067587035728,341.5503073232114,0.3451699065082413,0.6454017273363721,-1.0,1.490949393775402,2.453450418147751,6.280879696734917,11.994115150733675,-1.0,25.783808124924175,30.18512578296047
11125,58433,32,6616.708770909163,703.8745054110072,1770.1835711883157,12968.88919866945,2493.716856396295,6.504428995763821,2.5264137702397305,0.4121907753683592,21.42132054218463,22.546834423336783,57.49843500996615,22.624807985222155,3.64236013056572,189.6801537579438,161.28849852577912,1977.1466518003388,1368.5558517259435,1075.4352168796368,785.9122339852966,471.1778528466931,1.450174289231538,0.5422173570639919,0.2954417551910786,1.367128337120759,1.9086355172742488,12.948109081230086,5.238784571634669,2.604044923947028,12.278271383031496,14.247359282838744
3808,55513,892,12650.249101316022,7352.323944059404,0.0,14720.176950259858,8562.815734739526,10.91832408320326,4.514116110755217,0.0,13.526944005984152,41.74180506802191,177.51268860571042,75.56504139869391,0.0,204.59798237804733,364.2914769356157,711.5184277792696,575.9852783872698,-1.0,941.0900276755184,1418.4667132688,0.8097036570916378,0.4958960076143714,-1.0,1.4102470148765018,4.115499814241829,13.118297343268424,8.338691989077503,-1.0,21.754752896505565,37.715822657707946
3957,55664,568,4672.297218304242,5973.096849365908,2385.4218567932776,11857.30342593536,3842.009248786497,6.636104436437663,17.179610914045274,3.145472239680405,23.31076885627046,34.37431076807601,402.8371643854698,1080.1794132999312,193.38437940188837,1360.035354670478,1361.367320012782,192.44710408801572,931.3453185550206,1620.6779576177312,276.64475212012803,105.60336146563736,0.2293015992845357,2.628415030230747,0.8472456387517321,0.7520520953958805,0.4327385217408483,13.767045456669791,169.27979698602036,53.16460218430927,43.92282870053634,17.721381882260403
11634,58484,760,2677.367172170568,705.2597991868397,1619.5532258982296,12847.212344976986,4090.074469020594,1.5843011537234215,0.7850446124210345,0.1630392141989753,10.49408088379028,19.61098440089051,35.881615232491484,16.984991164375025,3.401050258384981,201.15106857339356,234.7151812976455,590.9423828639466,349.3956563676837,10.988919651472088,558.6531124232497,375.3121285010443,0.37539844424338,0.2172680738239595,0.1010100086928822,1.1907769171621672,0.7541651550293587,8.496056031847031,4.701582005586323,2.108751048806085,22.95025717527855,9.40403523630654
934,52672,636,4480.477943294663,5903.821553713998,2227.4836061985784,9572.060131694145,3154.539497194301,2.805623702676564,2.9355553273817927,0.3419418988320988,10.718638190021975,4.8353846412441,197.72529441337355,195.11127870480303,22.106010368979145,669.7455721488775,235.1788372762433,253.98257470894032,664.84516273799,1561.4195158576672,1273.4533872182185,351.962383318991,0.1941712881434087,0.2354162622573781,0.2526165753071779,0.6098394960429028,0.5397605994803105,13.726959193660775,15.572118840994063,16.59618810088216,38.44113224708178,26.080578448060024
