PLATE,MJD,FIBERID,SDSS Name,RA,DEC,Z,r_mag,Cluster_ID,Group_ID,Anomaly_Type
4033,55332,910,140821.67+025733.2,212.0902992885862,2.9592481334994405,2.055,17.401477813720703,0,3,Plateau Shaped
6729,56419,304,153829.20+474447.2,234.62169867961512,47.74644523871777,2.091,19.48686408996582,0,3,Plateau Shaped
5207,56018,746,160708.19+093832.6,241.78414740846804,9.642397638914195,2.08,18.878108978271484,0,3,Plateau Shaped
6037,56104,782,165014.75+425606.3,252.56147644423515,42.93509489182944,2.14,19.0135555267334,0,3,Plateau Shaped
7139,56568,814,232459.75+342017.4,351.2489987901679,34.33818655756169,2.093,18.979644775390625,0,3,Plateau Shaped
7851,56932,337,235048.14-023141.9,357.7005835395258,-2.5283119111750505,2.09,20.074880599975586,0,3,Plateau Shaped
6512,56567,144,235421.84+295626.8,358.59104093986576,29.9407838854215,1.978,20.551589965820312,0,3,Plateau Shaped
8740,57367,615,235829.46+060128.5,359.62277211782776,6.024602887224765,2.013400077819824,19.226795196533203,0,3,Plateau Shaped
7745,58077,985,001858.74+314708.1,4.744787321836668,31.78558553636841,2.0409226417541504,18.94951629638672,0,3,Plateau Shaped
7905,57666,361,003950.96-065720.5,9.96236314688585,-6.955708570132185,2.06,19.857248306274414,0,3,Plateau Shaped
11047,58424,626,004149.54+100210.5,10.45645300859178,10.036261424367842,2.032384157180786,20.32726287841797,0,3,Plateau Shaped
9322,57742,582,020900.51-024142.1,32.25213993884694,-2.695053788388525,2.086,18.803974151611328,0,3,Plateau Shaped
11349,58441,692,095610.21+284207.7,149.042562746742,28.702143851538953,2.0746569633483887,18.597810745239258,0,3,Plateau Shaped
9627,58132,46,100953.18+250213.2,152.47158576003596,25.037002105747817,1.9727751016616821,18.183128356933594,0,3,Plateau Shaped
11395,58488,322,122326.02+292506.7,185.85844444581602,29.418538517551802,1.9488059282302856,20.362346649169922,0,3,Plateau Shaped
1920,53314,246,074731.37+170653.5,116.880719,17.114866,1.981704,18.9964542388916,0,3,Plateau Shaped
757,52238,277,075551.44+352549.7,118.964373,35.430491,2.07046,-9999.0,0,3,Plateau Shaped
2492,54178,536,111401.30+222211.4,168.505446,22.369853,2.121,18.374479293823242,0,3,Plateau Shaped
1569,53168,356,164052.45+205548.6,250.218542,20.930186,1.923239,18.47027587890625,0,3,Plateau Shaped
635,52145,471,204653.00-052720.4,311.720836,-5.455686,2.101655,18.86151695251465,0,3,Plateau Shaped
4302,55531,138,003355.94+012720.8,8.483116261114787,1.4557908995659805,2.328,18.408456802368164,0,3,Plateau Shaped
6199,56220,176,004842.02+173450.5,12.175107102181528,17.580711596362615,2.298,19.464862823486328,0,3,Plateau Shaped
7678,57282,598,010013.15+241123.2,15.054823121748655,24.18980098888738,2.250701665878296,18.974382400512695,0,3,Plateau Shaped
7915,57309,723,010643.23-031536.4,16.680131784733035,-3.260138479618241,2.242,17.6578426361084,0,3,Plateau Shaped
11071,58429,253,013819.88+063636.0,24.582863667785432,6.610015240938815,2.319831609725952,18.918489456176758,0,3,Plateau Shaped
11086,58401,856,073113.97+265541.8,112.80822733939624,26.928280530383258,1.8922263383865356,19.43618392944336,0,3,Plateau Shaped
11125,58433,32,082306.54+252405.0,125.77727910515401,25.401405719566032,1.9154337644577026,19.757892608642578,0,3,Plateau Shaped
3808,55513,892,083304.73+415331.3,128.2697482493681,41.89204959997145,2.333,19.23082160949707,0,3,Plateau Shaped
3957,55664,568,150339.76+183423.9,225.9157020702291,18.573325320387944,2.184,18.053438186645508,0,3,Plateau Shaped
11634,58484,760,224012.10+330849.8,340.05044488796517,33.14719132876161,1.8966765403747559,19.405038833618164,0,3,Plateau Shaped
934,52672,636,085344.17+354104.5,133.434048,35.684592,2.190162,18.02649688720703,0,3,Plateau Shaped
1887,53239,345,233212.67+463354.7,353.05281,46.565218,2.292328,18.53070068359375,0,3,Plateau Shaped
8308,57417,730,075115.43+505439.1,117.8143018892716,50.91088669357148,2.3,17.13150978088379,0,3,Plateau Shaped
5807,56329,434,092653.29+304941.7,141.72205638195553,30.82826158785459,2.42,19.293424606323242,0,3,Plateau Shaped
5323,55957,966,095807.23+134154.5,149.5301469370903,13.698490007814671,2.341,18.93372344970703,0,3,Plateau Shaped
5365,55945,134,111647.60+130533.4,169.19833723208245,13.09261500791804,2.2,18.524620056152344,0,3,Plateau Shaped
6427,56328,220,105350.73+212312.9,163.46139718242998,21.386921463419625,2.408,18.92872428894043,0,3,Plateau Shaped
6428,56279,822,110610.27+230640.9,166.5428018837821,23.11137074670293,2.377,19.556514739990234,0,3,Plateau Shaped
6441,56364,212,111356.82+285646.4,168.4867657911547,28.94622880608452,2.42,19.04009246826172,0,3,Plateau Shaped
5397,55944,724,122230.76+081337.0,185.6282050516242,8.226950364899155,2.243,20.222864151000977,0,3,Plateau Shaped
6476,56358,212,121741.91+281825.0,184.42466240863814,28.306955785396866,2.379,19.713787078857422,0,3,Plateau Shaped
6833,56413,278,122438.41+552514.5,186.16006314264501,55.42070516642562,1.91,17.570880889892578,0,3,Plateau Shaped
7112,56666,676,115034.53+653928.2,177.64389967628816,65.65783438565175,2.224,16.54604148864746,0,3,Plateau Shaped
8228,57423,428,115137.25+525654.3,177.905209147352,52.94842613732151,2.27,19.90443992614746,0,3,Plateau Shaped
6674,56416,926,124331.66+520335.1,190.88192681992717,52.05976311088745,2.173,18.543834686279297,0,3,Plateau Shaped
4078,55358,6,211848.97+051501.4,319.704073210935,5.250392273621987,2.403,19.93321418762207,0,3,Plateau Shaped
5447,55958,266,135856.06+082009.9,209.73360265531772,8.336084435009731,2.462,19.089956283569336,0,3,Plateau Shaped
5469,56037,567,143604.53+173542.3,219.01888496847639,17.595100696257575,2.313,19.51021957397461,0,3,Plateau Shaped
6746,56386,120,141336.47+491021.4,213.40199449512744,49.172634464262075,2.248,18.95297622680664,0,3,Plateau Shaped
4185,55469,700,164728.68+263415.2,251.86952619349842,26.570890490211173,2.312,18.952484130859375,0,3,Plateau Shaped
4891,55736,300,153210.21+111646.6,233.04255762846284,11.27962191842531,2.465,18.68092155456543,0,3,Plateau Shaped
5486,56030,289,151150.24+140506.4,227.95934727143305,14.08512526196173,2.17,19.16115379333496,0,3,Plateau Shaped
6048,56072,80,151825.66+431514.8,229.60694172107713,43.25412107399984,2.375,18.62582778930664,0,3,Plateau Shaped
9548,57785,700,092510.07+162759.0,141.29198143424196,16.46640066867881,2.398,18.792034149169922,0,3,Plateau Shaped
4195,55452,347,213742.25-003912.7,324.4260608323988,-0.6535503889580608,2.281,19.25347328186035,0,3,Plateau Shaped
6515,56536,107,234900.18+275803.0,357.2507827323135,27.967502812771965,2.38,18.52539825439453,0,3,Plateau Shaped
6050,56089,844,154200.91+422357.8,235.50381932325723,42.3994129323307,2.244,18.922264099121094,0,3,Plateau Shaped
6303,56539,522,231153.20+255552.7,347.97168846903077,25.9313163397759,2.19,18.60508155822754,0,3,Plateau Shaped
8308,57417,730,075115.43+505439.1,117.8143018892716,50.91088669357148,2.3,17.13150978088379,0,1,Plateau Shaped
5396,55947,614,121558.61+093028.6,183.99423887856472,9.507959938018102,2.311,19.067508697509766,0,3,Plateau Shaped
